difficulty,importance,scheduled_duration,category,location,fixed_time,time_difference,real_duration
0.224,0.066,70,social,home,22:45,7.75,58.2
0.465,0.128,117,social,outdoor,,-1,120.2
1.0,0.703,49,health,gym,,-1,95.0
0.048,0.417,64,personal,home,22:00,12.0,46.2
0.394,0.37,91,study,cafe,,-1,101.7
0.433,0.74,43,work,cafe,18:00,2.0,57.7
0.398,0.519,39,work,home,17:18,10.3,44.4
0.759,0.761,50,study,home,21:00,15.0,58.1
0.366,0.834,72,work,home,10:00,4.0,83.1
0.523,0.639,79,work,cafe,,-1,92.2
0.046,0.606,15,personal,store,11:00,1.0,20.7
0.59,0.721,106,study,home,22:18,7.3,109.3
0.494,0.78,119,work,cafe,21:45,4.75,149.6
0.232,0.801,81,personal,cafe,,-1,75.1
0.531,0.278,44,errand,home,22:15,14.25,39.7
0.403,0.78,112,study,cafe,20:00,0.0,0.0
0.546,0.536,55,personal,cafe,,-1,51.6
0.329,0.639,96,work,cafe,,-1,107.5
0.414,0.821,21,errand,home,,-1,21.1
0.571,0.579,141,social,cafe,,-1,144.0
0.844,0.378,57,work,home,23:15,6.25,70.5
0.674,0.47,31,health,home,21:45,14.75,37.0
0.552,0.676,80,personal,cafe,17:15,8.25,86.6
0.758,0.765,85,work,cafe,,-1,114.4
0.218,0.513,36,personal,home,21:00,5.0,25.9
0.823,0.851,53,health,gym,,-1,104.8
0.807,0.326,43,study,home,,-1,58.8
0.462,0.546,110,work,home,22:15,8.25,120.3
0.142,0.393,78,personal,cafe,,-1,68.8
0.118,0.507,12,errand,store,,-1,23.3
0.305,0.323,68,personal,cafe,,-1,69.2
0.449,0.389,48,study,cafe,,-1,58.7
0.209,0.402,35,personal,store,,-1,38.1
0.218,0.407,49,personal,store,20:18,3.3,44.9
0.268,0.176,10,errand,store,21:00,3.0,21.2
0.62,0.519,38,errand,store,22:15,0.25,0.0
0.721,0.418,81,study,office,23:00,4.0,104.8
0.508,0.523,18,personal,store,15:00,4.0,23.3
0.342,0.248,108,social,home,,-1,104.3
0.72,0.862,40,work,cafe,21:15,4.25,63.0
0.267,0.487,35,personal,store,,-1,34.6
0.639,0.693,70,work,office,23:15,3.25,98.5
0.192,0.538,16,errand,home,18:18,1.3,12.4
0.298,0.749,63,personal,home,,-1,51.7
0.481,0.486,82,personal,cafe,23:30,10.5,83.4
0.329,0.46,28,personal,cafe,,-1,30.5
0.561,0.695,54,health,gym,20:15,0.25,0.0
0.593,0.497,103,study,home,15:30,8.5,105.4
0.427,0.483,39,health,outdoor,,-1,72.6
0.447,0.842,53,personal,home,15:00,4.0,53.0
0.62,0.64,111,study,cafe,,-1,126.3
0.277,0.612,29,personal,home,,-1,26.0
0.373,0.679,125,social,cafe,,-1,132.7
0.0,0.725,42,errand,store,22:00,2.0,37.7
0.699,0.551,109,study,home,,-1,119.6
0.0,0.469,29,errand,outdoor,23:18,1.3,46.2
0.436,0.905,51,health,outdoor,20:15,13.25,95.9
0.511,0.465,93,work,office,20:30,7.5,111.5
0.529,0.598,16,errand,outdoor,18:15,3.25,40.6
0.219,0.603,20,personal,cafe,20:45,1.75,22.6
0.39,0.636,89,study,office,17:30,10.5,108.8
0.538,0.689,37,personal,home,22:18,1.3,32.2
0.327,0.639,113,study,home,,-1,111.0
0.64,0.568,117,work,home,21:15,0.25,0.0
0.445,0.488,88,study,cafe,20:00,1.0,88.3
0.593,0.666,91,work,cafe,,-1,118.2
0.236,0.675,48,study,cafe,,-1,50.6
0.757,0.446,84,personal,cafe,21:18,0.3,0.0
0.391,0.187,26,errand,store,10:45,2.75,33.9
0.616,0.456,62,study,office,,-1,85.9
0.413,0.387,62,work,cafe,22:00,0.0,0.0
0.361,0.164,16,personal,store,19:45,13.75,23.8
0.61,0.762,56,study,home,20:00,1.0,64.7
0.632,0.752,79,work,office,,-1,104.5
0.121,0.599,43,personal,store,,-1,42.7
0.565,0.565,21,health,gym,,-1,41.3
0.44,0.421,45,errand,outdoor,14:00,2.0,64.9
0.37,0.599,107,work,cafe,,-1,117.6
0.409,0.276,45,errand,home,,-1,41.3
0.386,0.435,106,study,home,,-1,106.4
0.536,0.577,76,social,outdoor,21:18,3.3,106.8
0.437,0.443,104,work,home,,-1,116.5
0.515,0.708,40,errand,outdoor,,-1,59.1
0.123,0.501,32,errand,outdoor,14:18,1.3,47.4
0.409,0.549,179,social,cafe,19:30,11.5,194.4
0.516,0.746,106,study,cafe,,-1,109.3
0.297,0.307,167,social,cafe,,-1,157.3
0.406,0.259,81,personal,store,,-1,81.6
0.684,0.302,34,errand,store,22:45,2.75,43.5
0.401,0.537,76,work,home,,-1,78.6
0.413,0.613,47,health,gym,,-1,73.5
0.46,0.393,106,study,office,16:30,0.5,0.0
0.729,0.546,61,work,office,,-1,87.6
0.127,0.08,102,social,cafe,,-1,81.0
0.705,0.318,80,study,office,19:30,1.5,102.7
0.657,0.116,64,personal,cafe,,-1,67.4
0.798,0.526,47,work,office,,-1,73.2
0.076,0.48,90,personal,cafe,19:30,7.5,62.6
0.521,0.758,47,work,home,23:00,3.0,50.5
0.37,0.882,82,work,cafe,,-1,105.4
0.409,0.411,36,work,home,18:18,7.3,36.7
0.592,0.409,177,social,cafe,10:00,4.0,196.3
0.323,0.723,56,personal,home,,-1,51.4
0.495,0.465,53,personal,cafe,,-1,51.5
0.227,0.443,10,errand,store,,-1,19.0
0.567,0.266,40,health,home,22:18,6.3,50.1
0.146,0.0,28,errand,home,,-1,17.4
0.586,0.444,64,study,cafe,,-1,80.9
0.608,0.761,63,personal,home,23:18,3.3,60.1
0.626,0.625,66,work,cafe,14:18,8.3,84.6
0.619,0.215,58,study,cafe,19:30,2.5,67.2
0.479,0.258,79,social,outdoor,17:00,3.0,103.2
0.391,0.558,118,work,home,19:30,4.5,126.8
0.354,0.118,19,errand,store,,-1,26.9
0.012,0.337,41,personal,home,19:45,2.75,27.7
0.668,0.7,119,work,home,20:00,4.0,129.5
0.596,1.0,30,health,home,,-1,41.1
0.657,0.704,49,health,home,,-1,56.5
0.18,0.454,97,work,office,,-1,101.6
0.31,0.604,98,work,office,,-1,110.9
0.528,0.27,61,work,cafe,,-1,79.9
0.477,0.679,34,study,office,,-1,49.5
0.445,1.0,88,work,office,,-1,118.0
0.429,0.454,31,personal,cafe,22:18,10.3,40.2
0.324,0.356,173,social,home,19:00,5.0,166.4
0.636,0.639,77,work,office,16:15,4.25,103.9
0.239,0.358,88,personal,cafe,,-1,79.7
0.592,0.661,49,health,gym,15:30,5.5,77.0
0.459,0.715,82,work,office,23:45,1.75,100.4
0.252,0.293,30,errand,outdoor,,-1,49.5
0.0,0.572,13,errand,store,22:45,16.75,19.9
0.585,0.864,21,personal,home,,-1,20.7
0.377,0.441,173,social,home,,-1,193.1
0.56,0.255,43,personal,store,20:00,7.0,48.1
0.605,0.906,111,study,office,,-1,148.4
0.002,0.494,36,errand,home,,-1,29.0
0.52,0.529,55,study,cafe,23:00,1.0,65.8
0.544,0.409,176,social,home,20:30,5.5,184.8
0.745,0.857,73,work,home,,-1,101.6
0.762,0.688,33,health,gym,,-1,65.7
0.17,0.334,30,errand,outdoor,23:30,1.5,51.8
0.769,0.336,65,personal,cafe,,-1,76.5
0.525,0.672,55,personal,cafe,,-1,62.2
0.76,0.976,38,health,outdoor,,-1,86.7
0.485,0.557,77,work,cafe,,-1,92.4
0.493,0.694,62,social,home,21:15,10.25,63.3
0.873,0.403,40,work,home,22:15,0.25,0.0
0.332,0.401,32,study,cafe,,-1,46.0
0.159,0.0,76,personal,home,22:45,7.75,48.4
0.65,0.874,43,health,gym,15:15,8.25,73.5
0.477,0.326,42,personal,store,,-1,40.1
0.409,0.608,81,personal,cafe,14:45,4.75,79.1
0.267,0.236,171,social,home,,-1,161.5
0.355,0.402,26,errand,home,,-1,20.5
0.453,0.539,87,work,cafe,,-1,106.6
0.46,0.477,36,study,cafe,,-1,46.9
0.225,0.37,81,personal,cafe,21:15,0.25,0.0
0.274,0.043,70,personal,home,,-1,51.3
0.261,0.563,30,errand,store,16:00,7.0,39.2
0.942,0.665,53,health,outdoor,,-1,113.3
0.654,0.617,59,study,home,,-1,64.8
0.34,0.76,103,work,office,20:18,1.3,105.2
0.273,0.93,41,work,cafe,20:18,13.3,57.4
0.646,0.571,65,work,office,,-1,88.7
0.546,0.625,53,work,office,,-1,77.0
1.0,0.402,79,work,cafe,,-1,128.6
0.632,0.627,34,study,office,,-1,52.6
0.347,0.501,35,personal,store,22:45,2.75,41.7
0.418,0.442,42,errand,home,19:00,0.0,0.0
0.446,0.442,31,work,office,23:15,11.25,49.8
0.105,0.548,43,personal,home,13:18,0.3,26.0
0.349,0.546,31,personal,store,,-1,32.7
0.664,0.684,45,study,home,,-1,53.0
0.731,0.273,160,social,cafe,15:15,3.25,190.1
0.097,0.152,19,errand,outdoor,18:00,2.0,36.9
0.579,0.776,61,work,office,,-1,82.4
0.363,0.845,16,errand,store,19:30,1.5,25.7
0.821,0.333,54,health,outdoor,22:15,0.25,0.0
0.488,0.774,49,health,gym,,-1,77.7
0.308,0.0,28,errand,outdoor,17:45,7.75,46.9
0.429,0.718,148,social,home,,-1,138.7
0.05,0.893,42,errand,home,16:45,1.75,35.6
0.016,0.807,36,work,office,22:45,0.75,52.2
0.342,0.483,43,errand,outdoor,,-1,58.1
0.355,0.541,48,personal,cafe,20:00,1.0,55.0
0.47,0.533,72,study,cafe,16:15,2.25,88.0
0.581,0.441,107,work,cafe,19:18,4.3,130.1
0.537,0.647,42,personal,home,,-1,41.5
0.348,0.492,58,personal,cafe,,-1,61.1
0.67,0.371,32,study,cafe,,-1,46.7
0.276,0.246,52,study,home,15:45,2.75,53.0
0.316,0.586,101,work,cafe,17:45,10.75,109.1
0.416,0.379,51,study,office,12:45,3.75,62.7
0.502,0.774,31,health,home,22:18,0.3,25.7
0.627,0.329,90,personal,store,,-1,89.6
0.397,0.858,28,errand,outdoor,,-1,57.1
0.43,0.671,38,work,home,,-1,44.6
0.349,0.313,75,personal,home,21:00,1.0,54.0
0.156,0.463,48,work,office,,-1,54.7
0.621,0.743,66,work,home,20:15,5.25,75.2
0.647,0.682,116,work,office,14:15,7.25,152.4
0.54,0.33,137,social,cafe,22:30,4.5,147.6
0.364,0.462,35,errand,store,23:18,5.3,45.8
0.044,0.339,17,errand,outdoor,19:15,9.25,36.8
0.333,0.718,21,errand,home,,-1,17.4
0.51,0.834,75,work,cafe,,-1,97.4
0.256,0.0,143,social,cafe,,-1,109.2
0.6,0.401,57,work,home,23:00,7.0,59.2
0.831,0.395,105,study,home,17:15,10.25,140.3
0.483,0.668,94,work,home,18:15,7.25,97.2
0.304,0.591,39,personal,home,21:45,5.75,30.2
0.137,0.702,116,work,home,14:00,1.0,82.1
0.573,0.048,36,personal,store,21:15,1.25,40.4
1.0,0.266,69,study,cafe,17:00,10.0,106.4
0.743,0.286,82,social,cafe,,-1,96.4
0.5,0.343,57,personal,cafe,23:00,11.0,58.2
0.223,0.854,59,personal,store,19:00,2.0,62.6
0.604,0.46,73,work,cafe,,-1,85.9
0.691,0.462,22,errand,store,,-1,38.2
0.481,0.345,87,study,cafe,,-1,100.5
0.416,0.863,35,health,gym,,-1,64.8
0.299,0.628,97,work,cafe,,-1,104.9
0.423,0.404,65,personal,cafe,,-1,66.6
0.581,0.798,116,study,office,20:30,5.5,148.2
0.677,0.678,31,work,office,23:00,1.0,48.4
0.47,0.473,20,errand,home,,-1,17.0
0.58,0.554,14,errand,home,,-1,11.3
0.486,0.67,87,work,cafe,,-1,101.0
0.27,0.384,25,errand,outdoor,,-1,49.8
0.0,0.233,175,social,home,,-1,135.2
0.724,0.626,38,health,home,,-1,48.9
0.143,0.299,41,personal,store,10:45,3.75,40.8
0.237,0.549,96,study,office,,-1,109.8
0.0,0.303,37,personal,cafe,10:30,0.5,37.4
0.0,0.455,39,errand,home,10:00,3.0,24.0
0.403,0.635,49,personal,cafe,23:45,9.75,55.6
0.0,0.529,29,personal,cafe,,-1,30.4
0.788,0.799,49,study,home,18:00,8.0,68.7
0.566,0.723,22,health,gym,18:15,3.25,46.4
0.617,0.521,75,work,cafe,,-1,91.2
0.447,0.271,54,health,home,21:45,5.75,63.0
0.322,0.3,26,errand,store,09:15,1.25,30.5
0.187,0.272,27,errand,store,,-1,25.4
0.708,0.508,58,work,cafe,,-1,74.3
0.519,0.421,31,errand,home,,-1,27.8
0.609,0.755,115,study,home,,-1,128.8
0.432,0.788,114,work,cafe,,-1,140.9
0.615,0.437,64,work,office,,-1,84.2
0.509,0.576,49,work,office,22:00,3.0,69.0
0.732,0.374,31,errand,home,12:18,0.3,22.0
0.402,0.138,76,personal,cafe,22:45,0.75,53.0
0.256,0.505,45,work,home,,-1,40.6
0.277,0.39,93,social,outdoor,,-1,110.6
0.184,0.836,51,health,outdoor,20:18,2.3,87.3
0.649,0.561,109,work,cafe,,-1,135.8
0.432,0.793,32,errand,home,,-1,29.3
0.304,0.443,29,errand,home,15:15,0.25,14.3
0.566,0.554,46,work,home,,-1,49.9
0.63,0.247,46,work,cafe,15:00,7.0,62.3
0.422,0.687,23,errand,home,23:30,3.5,15.3
0.508,0.664,57,health,gym,18:45,5.75,83.6
0.807,0.575,46,study,office,,-1,74.0
0.216,0.499,20,errand,home,17:45,2.75,18.3
0.528,0.471,98,social,home,14:00,3.0,99.5
0.087,0.237,31,errand,outdoor,18:30,11.5,51.5
0.537,0.45,64,personal,store,,-1,65.2
0.301,0.386,20,errand,outdoor,22:00,0.0,0.0
0.751,0.569,63,work,home,,-1,68.4
0.255,0.513,11,errand,store,13:00,0.0,0.0
0.0,0.557,41,personal,home,21:15,1.25,21.9
0.0,0.68,112,work,cafe,11:30,2.5,102.9
0.286,0.574,94,work,home,,-1,84.5
0.437,0.448,71,work,cafe,23:00,1.0,68.0
0.54,0.763,180,social,cafe,19:45,5.75,206.0
0.351,0.442,150,social,outdoor,16:30,7.5,164.6
0.071,0.279,49,personal,cafe,22:18,0.3,0.0
0.39,0.103,30,errand,home,,-1,19.3
0.548,0.639,46,work,home,19:15,3.25,52.7
0.541,0.673,89,social,home,,-1,82.7
0.434,0.866,53,health,outdoor,20:15,11.25,92.2
0.479,0.304,46,personal,cafe,17:30,4.5,47.7
0.181,0.817,64,personal,store,,-1,59.2
0.6,0.664,26,health,home,,-1,27.9
0.458,0.0,11,errand,home,,-1,6.9
0.647,0.142,57,work,cafe,,-1,59.9
0.73,0.37,47,personal,store,,-1,59.7
0.462,0.382,105,study,cafe,,-1,119.4
0.308,0.666,57,personal,store,,-1,61.8
0.161,0.347,38,errand,home,,-1,29.5
0.051,0.66,44,errand,store,,-1,43.9
0.486,0.565,22,errand,home,,-1,19.7
0.553,0.613,59,work,cafe,19:15,0.25,0.0
0.469,0.482,54,work,office,21:18,2.3,72.8
0.62,0.073,179,social,outdoor,22:45,0.75,0.0
0.745,0.503,22,personal,store,23:15,10.25,31.3
0.749,0.526,70,study,office,22:30,4.5,100.0
0.621,0.342,74,social,cafe,16:18,8.3,83.1
0.611,0.297,71,work,home,,-1,80.0
1.0,0.911,49,health,outdoor,,-1,118.4
0.291,0.597,43,errand,outdoor,,-1,62.8
0.142,0.638,68,work,cafe,,-1,68.7
0.534,0.773,97,work,office,17:15,6.25,125.0
0.096,0.273,41,errand,store,12:18,3.3,41.5
0.38,0.97,60,work,cafe,,-1,84.4
0.311,0.686,84,study,cafe,,-1,86.2
0.734,0.703,111,work,office,,-1,144.2
0.61,0.443,23,health,gym,,-1,46.0
0.104,0.668,69,work,cafe,,-1,63.8
0.263,0.633,47,study,cafe,20:45,10.75,56.8
0.43,0.144,56,personal,store,16:45,1.75,62.0
0.4,0.32,22,personal,home,,-1,16.7
0.435,0.666,169,social,outdoor,20:30,0.5,0.0
0.249,0.294,80,personal,store,18:30,7.5,73.3
0.291,0.543,32,work,cafe,23:45,5.75,38.8
0.434,0.616,67,study,cafe,15:30,7.5,80.5
0.484,0.1,29,personal,store,21:45,5.75,32.8
0.166,0.071,23,errand,store,23:15,7.25,26.9
0.355,0.541,71,personal,store,15:00,9.0,73.3
0.359,0.802,73,work,office,23:30,1.5,97.2
0.581,0.341,26,errand,store,20:18,3.3,33.9
0.265,0.216,37,personal,store,20:18,14.3,35.0
0.491,0.129,24,personal,home,22:15,1.25,18.3
0.256,0.467,39,personal,cafe,,-1,38.7
0.495,0.437,82,study,cafe,12:00,2.0,95.7
0.216,0.576,38,personal,cafe,23:30,1.5,44.7
0.0,0.508,22,errand,home,23:30,12.5,14.2
0.664,0.708,22,health,home,21:00,6.0,27.4
0.441,0.913,78,work,office,20:15,0.25,0.0
0.663,0.967,44,work,home,,-1,63.4
0.582,0.523,23,health,home,09:18,0.3,26.1
0.607,0.892,97,study,office,19:30,6.5,133.1
0.718,0.751,41,work,office,,-1,62.9
0.536,0.43,63,work,office,,-1,86.8
0.499,0.292,37,personal,cafe,,-1,42.4
0.348,0.536,39,work,cafe,22:45,4.75,55.6
0.0,0.572,28,errand,home,,-1,16.8
0.483,0.599,41,work,cafe,17:45,11.75,51.0
0.302,0.03,31,work,office,22:00,0.0,0.0
0.541,0.579,64,work,cafe,,-1,86.9
0.728,0.546,32,work,cafe,22:18,12.3,49.3
0.002,0.547,33,study,cafe,18:18,12.3,36.1
0.363,1.0,35,health,gym,,-1,69.0
0.54,0.517,89,personal,store,,-1,81.8
0.58,0.93,36,work,home,21:30,0.5,41.5
0.324,0.644,108,work,cafe,19:45,4.75,124.2
0.283,0.649,94,study,office,19:30,9.5,108.4
0.309,0.788,42,errand,outdoor,12:15,1.25,60.2
0.455,0.222,54,personal,home,,-1,49.9
0.064,0.574,26,errand,home,,-1,17.0
0.081,0.463,83,social,outdoor,15:15,8.25,96.7
0.591,0.636,19,errand,store,14:15,6.25,31.3
0.023,0.383,71,study,home,22:45,0.75,49.1
0.06,0.619,17,errand,store,11:15,2.25,18.6
0.307,0.838,72,social,outdoor,23:18,8.3,99.0
0.09,0.692,17,errand,home,,-1,15.5
0.582,0.718,67,work,home,15:30,0.5,49.7
0.798,0.431,45,work,home,,-1,57.2
0.29,0.72,70,personal,cafe,,-1,63.6
0.423,0.433,62,work,cafe,,-1,76.2
0.148,0.373,40,personal,cafe,22:45,2.75,50.9
0.501,0.373,94,social,cafe,,-1,100.4
0.363,0.7,23,personal,store,,-1,29.3
0.0,0.117,87,personal,cafe,23:00,3.0,59.3
0.039,0.729,28,errand,outdoor,,-1,48.7
0.57,0.626,59,work,office,,-1,70.2
0.274,0.512,93,study,cafe,21:15,0.25,0.0
0.18,0.656,27,errand,store,21:30,3.5,33.5
0.738,0.246,55,personal,cafe,,-1,62.7
0.485,0.543,26,personal,home,16:15,6.25,20.9
0.799,0.548,83,work,office,,-1,122.8
0.738,0.656,29,health,home,,-1,39.8
0.478,0.649,90,study,home,,-1,81.9
0.52,0.796,115,work,cafe,,-1,148.1
0.651,0.63,108,work,cafe,,-1,124.3
0.116,0.327,77,personal,cafe,19:18,6.3,64.5
0.515,0.247,68,social,home,23:45,1.75,63.7
0.54,0.372,26,personal,home,,-1,27.0
0.244,0.574,22,errand,outdoor,14:00,8.0,40.2
0.631,0.487,16,errand,outdoor,,-1,41.5
0.667,0.502,75,study,cafe,,-1,98.4
0.514,0.64,30,health,outdoor,22:15,6.25,59.6
0.6,0.533,51,personal,cafe,22:00,10.0,50.1
0.45,0.533,91,study,cafe,18:00,1.0,86.0
0.61,0.605,31,study,home,,-1,27.3
0.571,0.759,111,work,home,,-1,127.1
0.614,0.664,50,study,cafe,,-1,62.3
0.424,0.373,66,social,home,23:15,1.25,64.3
0.136,0.19,45,personal,cafe,21:45,5.75,44.0
0.701,0.474,45,personal,home,22:18,0.3,32.9
0.355,0.495,34,health,home,,-1,38.9
0.124,0.328,56,personal,cafe,19:45,0.75,47.2
0.452,0.211,89,personal,store,17:30,3.5,89.8
0.995,0.515,63,work,home,19:30,2.5,102.2
0.704,0.353,60,study,office,,-1,85.6
0.553,0.557,63,work,home,,-1,76.6
0.42,0.868,26,errand,home,22:15,0.25,24.7
0.32,0.74,91,work,cafe,23:15,2.25,107.7
0.388,0.475,52,personal,home,,-1,47.3
0.61,0.743,78,study,office,,-1,93.2
0.233,0.225,36,personal,store,,-1,40.2
0.665,0.699,99,work,cafe,,-1,129.4
0.463,0.369,69,personal,home,22:30,8.5,62.1
0.177,0.348,38,errand,outdoor,09:45,1.75,48.5
0.231,0.0,49,personal,store,16:30,2.5,41.5
0.808,0.562,43,work,office,,-1,71.8
0.416,0.45,172,social,outdoor,22:15,5.25,194.6
1.0,0.826,53,health,gym,21:18,1.3,107.8
0.448,0.114,65,personal,store,23:45,13.75,66.1
0.474,0.39,118,work,office,22:15,8.25,148.7
0.528,0.251,89,personal,home,17:15,0.25,0.0
0.57,0.852,41,personal,home,,-1,40.4
0.977,0.766,79,work,cafe,,-1,123.6
0.727,0.426,46,study,home,18:00,7.0,55.1
0.532,0.756,23,health,outdoor,,-1,48.5
0.154,0.087,161,social,outdoor,,-1,139.7
0.689,0.603,81,work,cafe,,-1,100.5
0.304,0.799,24,health,outdoor,,-1,54.8
0.602,0.553,117,work,office,,-1,129.1
0.601,0.534,32,errand,home,,-1,31.8
0.608,0.338,66,personal,store,,-1,70.0
0.85,0.531,42,work,office,,-1,72.8
0.15,0.608,19,personal,store,23:30,8.5,31.8
0.571,0.384,77,social,outdoor,,-1,111.7
0.553,0.389,59,personal,home,,-1,52.8
0.465,0.795,39,health,home,,-1,50.4
0.804,0.638,50,work,cafe,,-1,80.0
0.439,0.282,69,personal,home,19:00,1.0,54.2
0.551,0.235,107,social,home,,-1,110.3
0.12,0.148,13,errand,outdoor,,-1,36.8
0.829,0.441,71,study,office,,-1,104.9
0.161,0.872,16,personal,home,20:15,10.25,14.2
0.5,0.559,75,personal,home,18:45,0.75,56.0
0.574,0.433,23,personal,cafe,18:45,4.75,30.6
0.288,0.517,29,errand,home,23:15,3.25,22.5
0.497,0.177,132,social,outdoor,23:30,4.5,151.6
0.413,0.421,91,social,home,20:00,0.0,0.0
0.525,0.162,140,social,home,20:00,10.0,137.0
0.082,0.585,44,personal,home,22:45,0.75,29.4
0.332,0.41,92,work,home,,-1,92.7
0.814,0.6,95,work,cafe,23:45,3.75,137.3
0.695,0.678,37,health,gym,,-1,68.7
0.412,0.635,92,social,home,,-1,86.7
0.218,0.34,19,personal,home,22:15,12.25,14.3
0.013,0.086,83,personal,cafe,20:45,0.75,52.7
0.173,0.0,80,personal,cafe,19:18,10.3,57.5
0.161,0.833,35,personal,cafe,12:45,2.75,41.4
0.181,0.459,32,study,cafe,,-1,35.0
0.929,0.761,48,health,home,,-1,76.0
0.599,0.394,87,work,cafe,12:45,5.75,101.2
1.0,0.485,34,work,office,,-1,65.7
0.429,0.426,55,personal,cafe,,-1,57.1
0.302,0.239,38,errand,home,23:18,2.3,37.2
0.368,0.345,10,errand,store,22:30,13.5,15.6
0.504,0.266,15,errand,home,23:15,3.25,16.2
0.816,0.485,94,work,home,23:15,1.25,107.5
0.357,0.491,55,personal,cafe,,-1,57.0
0.553,0.284,65,work,home,,-1,70.3
0.38,0.511,82,social,home,,-1,75.4
0.483,0.72,78,work,office,19:18,7.3,103.3
0.171,0.528,45,personal,home,,-1,35.1
0.843,0.292,53,personal,store,23:18,11.3,64.7
0.646,0.613,56,work,cafe,,-1,70.8
0.238,0.65,82,personal,home,,-1,71.0
0.034,0.728,170,social,outdoor,20:15,13.25,168.2
0.352,0.597,111,study,cafe,,-1,124.5
0.671,0.51,47,health,outdoor,,-1,84.7
0.586,0.801,111,study,home,20:30,2.5,121.1
0.287,0.434,84,study,home,,-1,83.0
0.399,0.288,23,errand,outdoor,15:45,0.75,51.1
0.547,1.0,25,health,outdoor,12:18,2.3,58.3
0.368,0.183,84,personal,home,22:15,1.25,57.4
0.838,0.675,50,health,home,15:45,2.75,70.7
0.251,0.358,57,personal,cafe,,-1,58.4
0.368,0.797,38,study,cafe,,-1,54.4
0.675,0.625,53,work,home,19:45,8.75,63.2
0.198,0.307,177,social,cafe,,-1,173.9
0.318,0.634,52,personal,store,,-1,52.8
0.72,0.163,20,errand,home,,-1,16.5
0.452,0.474,59,personal,cafe,22:18,6.3,65.2
0.657,0.284,94,work,cafe,,-1,118.3
0.861,0.522,118,work,home,14:45,8.75,160.7
0.572,0.663,42,work,cafe,14:30,5.5,56.4
0.591,0.517,23,errand,outdoor,23:00,7.0,47.9
0.446,0.485,39,work,home,20:18,3.3,43.3
0.911,1.0,56,health,gym,,-1,129.1
0.719,0.732,93,work,cafe,,-1,123.6
0.734,0.0,18,personal,store,,-1,32.2
0.246,0.614,89,work,cafe,,-1,91.7
0.863,0.199,89,personal,cafe,,-1,111.2
0.369,0.644,52,personal,store,23:18,4.3,60.3
0.513,0.153,11,errand,store,15:15,4.25,18.4
0.648,0.57,84,study,home,,-1,96.6
0.37,0.089,84,personal,cafe,23:45,5.75,71.4
0.386,0.445,31,work,office,,-1,49.9
0.362,0.726,36,personal,cafe,,-1,43.1
0.464,0.552,111,work,office,19:30,2.5,133.0
0.869,0.674,53,work,cafe,16:30,2.5,84.8
0.0,0.789,16,errand,store,20:00,10.0,20.5
0.179,0.166,31,personal,home,,-1,19.0
0.205,0.205,105,study,home,,-1,89.6
0.451,0.998,71,study,cafe,19:15,5.25,106.7
0.484,0.659,98,work,cafe,22:15,16.25,122.6
0.407,0.873,111,social,cafe,,-1,128.7
1.0,0.768,32,work,cafe,,-1,62.5
0.008,0.359,66,personal,home,,-1,51.0
0.531,0.593,25,errand,store,19:15,7.25,32.4
0.307,0.457,170,social,home,14:15,6.25,146.1
0.266,0.496,74,work,home,,-1,74.7
0.377,0.049,72,personal,store,,-1,72.9
0.488,0.592,54,work,home,18:15,6.25,56.9
0.261,0.652,120,work,office,22:15,3.25,137.0
0.0,0.745,104,study,cafe,,-1,97.3
0.577,0.614,27,personal,store,,-1,32.6
0.65,0.191,70,personal,cafe,,-1,65.6
0.7,0.335,118,social,outdoor,23:45,1.75,138.8
0.342,0.467,29,errand,store,23:00,6.0,35.1
0.804,0.532,91,work,office,,-1,134.6
0.607,0.733,104,work,cafe,11:45,1.75,119.5
0.669,0.323,80,study,home,09:45,1.75,95.7
1.0,0.752,116,work,home,,-1,169.1
0.235,0.416,33,study,home,16:45,4.75,34.8
0.328,0.363,49,personal,cafe,22:30,0.5,49.3
0.663,0.883,95,work,cafe,,-1,132.9
0.0,0.621,90,work,office,,-1,91.3
0.506,0.833,79,study,cafe,,-1,98.7
0.289,0.755,33,errand,home,,-1,29.6
0.478,0.357,56,personal,cafe,22:18,1.3,51.8
0.106,0.629,27,errand,home,,-1,18.4
0.449,0.591,84,work,office,22:30,0.5,0.0
0.313,0.584,117,study,cafe,,-1,135.5
0.459,0.494,76,work,home,23:30,5.5,86.6
0.557,0.46,143,social,cafe,23:15,12.25,154.4
0.781,0.465,91,study,office,,-1,136.3
0.49,0.305,104,social,outdoor,18:45,2.75,124.4
0.69,0.426,73,work,office,,-1,96.9
0.329,0.0,146,social,home,,-1,109.2
0.682,0.46,57,work,cafe,23:30,1.5,81.4
0.487,0.584,109,study,office,21:00,2.0,129.1
0.628,0.504,10,errand,home,,-1,9.8
0.239,0.354,64,personal,cafe,,-1,59.6
0.358,0.558,11,errand,home,,-1,8.7
0.681,0.588,52,work,office,,-1,74.2
0.885,0.364,22,health,outdoor,20:45,0.75,55.8
0.453,0.704,108,work,office,,-1,123.7
0.279,0.608,30,errand,outdoor,,-1,49.7
0.938,0.297,66,work,home,,-1,88.9
0.872,0.347,79,personal,cafe,,-1,96.5
0.565,0.381,180,social,home,15:18,7.3,203.7
0.365,0.551,90,personal,cafe,,-1,90.6
0.236,0.485,64,work,home,,-1,62.1
